nickname,name,nationality,team,total_kills,headshot_%,total_deaths,kills/deaths,damage/round,grenade_dmg/round,maps_played,rounds_played,kills/round,assists/round,deaths/round,saved_by_teammate/round,saved_teammates/round,rating
hutji,Pavel Lashkov,Russia,No team,7719.0,48.4,8383.0,0.92,72.0,4.0,453.0,12010.0,0.64,0.14,0.7,0.1,0.1,0.93
crisby,Christian Schmitt,Germany,Strife,20591.0,54.4,22400.0,0.92,71.5,3.4,1208.0,31517.0,0.65,0.13,0.71,0.11,0.1,0.93
quix,Max Lindkvist,Sweden,Lilmix,16096.0,47.3,17803.0,0.9,75.0,5.4,905.0,24005.0,0.67,0.14,0.74,0.09,0.08,0.93
kiR,Andreas Kirstein,Denmark,Tricked,7569.0,62.5,8307.0,0.91,72.7,4.5,432.0,11632.0,0.65,0.12,0.71,0.09,0.1,0.98
mynio,Wiktor Kruk,Poland,No team,12785.0,44.8,13995.0,0.91,77.2,6.8,736.0,19735.0,0.65,0.16,0.71,0.09,0.08,0.93
TACO,Epitacio de Melo,Brazil,GODSENT,21092.0,50.2,22295.0,0.95,67.6,4.3,1330.0,34588.0,0.61,0.12,0.64,0.08,0.07,0.93
SkulL,Jordan Newland,Australia,Overt,9498.0,42.6,10511.0,0.9,75.8,5.5,554.0,14445.0,0.66,0.15,0.73,0.11,0.1,01.01
arki,Omar Chakkor,Spain,SAW,12668.0,52.8,13675.0,0.93,71.0,5.5,770.0,20254.0,0.63,0.15,0.68,0.1,0.08,0.93
S0tF1k,Dmitry Forostyanko,Russia,Spirit Academy,21248.0,49.1,23127.0,0.92,71.5,5.3,1282.0,33767.0,0.63,0.14,0.68,0.1,0.09,0.92
hitMouse,Kirill Tsarev,Belarus,NewBelarus,8785.0,49.0,9410.0,0.93,71.2,4.5,538.0,14028.0,0.63,0.13,0.67,0.09,0.09,0.92
aVN,Filip Belojica,Serbia,4glory,8158.0,52.9,8814.0,0.93,69.4,2.7,486.0,12857.0,0.63,0.12,0.69,0.11,0.11,0.92
Xp3,David Garrido,France,No team,8326.0,39.7,9118.0,0.91,70.5,3.4,502.0,13113.0,0.63,0.13,0.7,0.09,0.08,0.92
Dav,David Miljanić,Serbia,No team,6837.0,41.4,7508.0,0.91,71.9,4.6,420.0,10851.0,0.63,0.15,0.69,0.11,0.11,0.92
t0rick,Maksim Zaikin,Azerbaijan,MayBe,6127.0,45.9,6662.0,0.92,71.5,2.8,368.0,9630.0,0.64,0.13,0.69,0.09,0.08,0.92
ncl,Bold Batsuh,Mongolia,Mazaalai,8091.0,49.2,8677.0,0.93,69.3,3.8,505.0,12970.0,0.62,0.14,0.67,0.11,0.09,0.92
pNshr,Nikolay Paunin,Bulgaria,SKADE,9802.0,43.2,10611.0,0.92,71.1,3.1,595.0,15532.0,0.63,0.15,0.68,0.1,0.09,0.92
MSL,Mathias Lauridsen,Denmark,No team,28897.0,39.9,32141.0,0.9,70.8,3.8,1715.0,44808.0,0.64,0.15,0.72,0.11,0.08,0.92
akez,Kristian Kornbakk,Norway,777,7030.0,55.4,7807.0,0.9,71.6,3.4,412.0,11120.0,0.63,0.13,0.7,0.11,0.1,0.92
SANJI,Sanjar Kuliev,Uzbekistan,Virtus.pro,12151.0,62.2,13149.0,0.92,68.8,3.9,743.0,19879.0,0.61,0.12,0.66,0.1,0.08,0.97
Luz,Maciek Bugaj,Poland,StylDunow,10739.0,48.2,11696.0,0.92,72.8,3.2,647.0,16970.0,0.63,0.14,0.69,0.1,0.09,0.92
Zeus,Danylo Teslenko,Ukraine,No team,23470.0,43.5,25460.0,0.92,69.9,5.5,1405.0,37152.0,0.63,0.17,0.69,0.11,0.08,0.92
nak,Renato Nakano,Brazil,No team,8158.0,44.5,8829.0,0.92,70.8,4.5,514.0,13305.0,0.61,0.15,0.66,0.1,0.09,0.92
arya,Arya Hekmat,United States,No team,7277.0,34.9,8145.0,0.89,72.6,3.5,440.0,11291.0,0.64,0.14,0.72,0.11,0.09,0.92
BTN,Cătălin-Ionuț Stănescu,Romania,Nexus,16937.0,54.0,18820.0,0.9,73.3,5.3,1008.0,26389.0,0.64,0.15,0.71,0.11,0.09,0.92
karrigan,Finn Andersen,Denmark,FaZe,31418.0,42.7,34679.0,0.91,68.8,5.0,1916.0,50131.0,0.63,0.13,0.69,0.09,0.07,0.92
pietola,Lauri Hietala,Finland,No team,6256.0,47.1,6848.0,0.91,69.4,5.0,383.0,10178.0,0.61,0.13,0.67,0.09,0.1,0.91
xartE,Mikko Välimaa,Finland,No team,18341.0,37.1,19976.0,0.92,69.8,6.3,1151.0,30254.0,0.61,0.15,0.66,0.09,0.09,0.91
tecek,Karol Kapczyński,Poland,No team,6383.0,38.1,7221.0,0.88,73.8,3.7,376.0,9987.0,0.64,0.16,0.72,0.11,0.08,0.91
LEGIJA,Nikola Ninić,Germany,No team,14245.0,49.8,15916.0,0.9,69.5,4.6,869.0,22614.0,0.63,0.14,0.7,0.09,0.08,0.91
roman,Roman Redihin,Belarus,No team,6787.0,55.0,7451.0,0.91,69.6,3.0,414.0,10880.0,0.62,0.14,0.68,0.11,0.1,0.91
Shara,Oleksandr Hordieyev,Ukraine,spray'n'pray,6329.0,51.8,7071.0,0.9,74.4,2.6,383.0,9929.0,0.64,0.14,0.71,0.08,0.07,0.91
wayLander,Jan Rahkonen,Russia,No team,13258.0,51.8,14973.0,0.89,70.8,3.2,794.0,20857.0,0.64,0.13,0.72,0.08,0.07,0.91
svyat,Svyatoslav Dovbakh,Russia,AVE,11334.0,51.8,12431.0,0.91,69.4,4.6,699.0,18740.0,0.6,0.13,0.66,0.09,0.09,0.97
BONA,Verneri Junkala,Finland,SJ,7931.0,52.1,8874.0,0.89,69.9,4.5,476.0,12674.0,0.63,0.13,0.7,0.1,0.1,0.91
sAw,Eetu Saha,Finland,ENCE,20522.0,47.9,22630.0,0.91,69.3,6.1,1267.0,33681.0,0.61,0.16,0.67,0.11,0.09,0.9
kRYSTAL,Kevin Amend,Germany,cowana,28980.0,36.6,32252.0,0.9,67.2,5.3,1827.0,47777.0,0.61,0.14,0.68,0.1,0.08,0.9
Golden,Maikil Selim,Sweden,Finest,13600.0,53.4,15387.0,0.88,69.5,5.4,829.0,22053.0,0.62,0.14,0.7,0.1,0.09,0.95
MiGHTYMAX,Max Heath,United Kingdom,Endpoint,16640.0,49.2,18535.0,0.9,66.5,5.3,1062.0,28145.0,0.59,0.13,0.66,0.1,0.09,0.9
crush,Igor Shevchenko,Ukraine,No team,11789.0,52.5,13256.0,0.89,69.8,4.9,729.0,19205.0,0.61,0.13,0.69,0.09,0.07,0.9
balblna,Gregory Oleinick,Russia,No team,9791.0,49.8,11024.0,0.89,70.4,5.1,611.0,16017.0,0.61,0.15,0.69,0.11,0.1,0.9
ben1337,Ben Smith,United States,Party Astronauts,13247.0,46.8,14869.0,0.89,69.6,4.9,825.0,21609.0,0.61,0.14,0.69,0.11,0.09,0.97
lunAtic,Dawid Cieślak,Poland,PACT,13883.0,38.6,15479.0,0.9,67.9,5.3,837.0,22734.0,0.61,0.13,0.68,0.1,0.09,0.9
sycrone,Dennis Nielsen,Denmark,MOUZ,8771.0,41.1,9749.0,0.9,70.4,4.3,553.0,14608.0,0.6,0.15,0.67,0.1,0.09,0.9
nkl,Nikolay Krastev,Bulgaria,No team,9990.0,42.9,11036.0,0.91,68.3,3.3,642.0,16554.0,0.6,0.15,0.67,0.1,0.07,0.9
hooch,Dmitry Bogdanov,Russia,Entropiq,14410.0,41.8,16212.0,0.89,70.9,4.4,894.0,23450.0,0.61,0.14,0.69,0.08,0.07,0.9
Loord,Mariusz Cybulski,Poland,Wisla Krakow,5788.0,41.2,6394.0,0.91,48.5,5.0,369.0,9412.0,0.61,0.15,0.68,0.09,0.07,0.9
FNS,Pujan Mehta,Canada,No team,15287.0,45.9,17081.0,0.89,68.0,4.1,953.0,25080.0,0.61,0.14,0.68,0.1,0.08,0.89
spiker,Alexander Ivanov,Russia,No team,6837.0,42.7,7811.0,0.88,71.5,2.6,415.0,10974.0,0.62,0.14,0.71,0.08,0.08,0.89
Psycho,Alexandr Zlobin,Ukraine,Run or Die,7668.0,52.0,8665.0,0.88,70.5,6.5,471.0,12589.0,0.61,0.15,0.69,0.1,0.09,0.96
JiNKZ,Gaëtan Jamin,France,No team,8657.0,53.5,9850.0,0.88,69.7,3.8,542.0,14411.0,0.6,0.15,0.68,0.11,0.09,0.97
MAiNLiNE,Michael Jaber,United States,No team,6904.0,51.7,7968.0,0.87,69.1,2.4,437.0,11092.0,0.62,0.14,0.72,0.11,0.09,0.89
pronax,Markus Wallsten,Sweden,No team,18722.0,45.8,20989.0,0.89,64.7,4.0,1199.0,31403.0,0.6,0.14,0.67,0.09,0.08,0.89
Polen,Adam Polen,United States,No team,7017.0,53.3,7995.0,0.88,69.8,4.3,435.0,11470.0,0.61,0.14,0.7,0.1,0.08,0.89
ScrunK,Robin Röpke,Germany,Sangal,13951.0,46.7,16229.0,0.86,71.4,6.7,855.0,22740.0,0.61,0.14,0.71,0.1,0.08,0.89
Lambert,Lambert Prigent,France,LDLC,11962.0,37.1,13543.0,0.88,63.4,3.6,775.0,20411.0,0.59,0.11,0.66,0.09,0.08,0.88
LeX,Alexander Deily,United States,Mythic,7352.0,44.6,8606.0,0.85,71.0,4.0,458.0,11824.0,0.62,0.14,0.73,0.1,0.08,0.88
torben,Nicolai Amorim,Denmark,No team,8176.0,49.5,9372.0,0.87,66.2,3.7,532.0,13939.0,0.59,0.12,0.67,0.1,0.09,0.93
JD,Damian Simonovic,Australia,No team,6071.0,47.0,7176.0,0.85,71.2,5.0,374.0,9620.0,0.63,0.15,0.75,0.12,0.09,0.94
seang@res,Sean Gares,United States,Old Guys Club,10904.0,40.2,12533.0,0.87,67.4,4.8,713.0,18391.0,0.59,0.14,0.68,0.11,0.08,0.88
advent,Zhuo Liang,China,ViCi,14934.0,49.8,16899.0,0.88,62.2,4.4,1038.0,26635.0,0.56,0.13,0.63,0.11,0.1,0.87
flowsicK,Kyle Mendez,United States,No team,6257.0,47.4,7304.0,0.86,73.6,3.7,395.0,10074.0,0.62,0.15,0.73,0.11,0.08,0.87
BERRY,Danny Krüger,Denmark,Sprout,12946.0,38.0,15271.0,0.85,71.7,5.8,799.0,20911.0,0.62,0.15,0.73,0.1,0.08,0.87
birdfromsky,Thomas Due-Frederiksen,Denmark,ECSTATIC,10802.0,42.4,12526.0,0.86,72.0,7.4,676.0,18105.0,0.6,0.17,0.69,0.14,0.09,0.98
daps,Damian Steele,Canada,Orgless,15610.0,40.2,18006.0,0.87,66.5,4.4,1038.0,27117.0,0.58,0.14,0.66,0.1,0.07,0.87
nawrot,Piotr Nawrocki,Poland,MONKE,9660.0,47.0,11379.0,0.85,66.1,4.0,597.0,16011.0,0.6,0.12,0.71,0.1,0.09,0.92
HooXi,Rasmus Nielsen,Denmark,Copenhagen Flames,10836.0,49.8,12733.0,0.85,68.6,5.9,690.0,18470.0,0.59,0.14,0.69,0.09,0.08,0.87
def,Dima Lemeshchuk,Ukraine,No team,9243.0,41.8,10836.0,0.85,67.4,3.4,605.0,15797.0,0.59,0.14,0.69,0.11,0.08,0.86
djL,Daniel Narancic,Sweden,NIP,10263.0,47.3,11998.0,0.86,63.0,3.0,688.0,18180.0,0.56,0.12,0.66,0.1,0.08,0.91
Devilwalk,Jonatan Lundberg,Sweden,No team,6122.0,51.3,7223.0,0.85,69.8,3.9,400.0,10494.0,0.58,0.16,0.69,0.12,0.08,0.86
Twista,Slaava Räsänen,Finland,No team,5863.0,35.9,7012.0,0.84,67.4,5.1,380.0,9970.0,0.59,0.16,0.7,0.09,0.09,0.85
gob b,Fatih Dayik,Germany,No team,14445.0,48.5,17256.0,0.84,66.6,6.0,975.0,25707.0,0.56,0.13,0.67,0.1,0.08,0.85
Slemmy,Alec White,United States,No team,6638.0,49.6,7951.0,0.83,63.7,3.2,445.0,11663.0,0.57,0.12,0.68,0.11,0.09,0.85
LONSDALE,Egor Baranov,New Zealand,No team,5551.0,42.0,6754.0,0.82,71.7,5.8,368.0,9415.0,0.59,0.16,0.72,0.09,0.07,0.85
SolEk,Manuel Zeindler,Switzerland,No team,5586.0,49.5,6871.0,0.81,60.9,2.6,377.0,9498.0,0.59,0.13,0.72,0.11,0.07,0.84
PASHANOJ,Pavel Legostaev,Russia,DNG,9147.0,53.5,11398.0,0.8,68.2,4.0,599.0,15675.0,0.58,0.13,0.73,0.1,0.07,0.9
B1ad3,Andrey Gorodenskiy,Ukraine,Natus Vincere,13472.0,41.9,16880.0,0.8,66.5,2.6,899.0,23232.0,0.58,0.16,0.73,0.1,0.07,0.83
netrick,Jonas Wenzelsen,Denmark,AGF,6740.0,48.2,8472.0,0.8,66.7,6.6,454.0,11952.0,0.56,0.14,0.71,0.11,0.09,0.82
HUNDEN,Nicolai Petersen,Denmark,No team,22470.0,48.7,28708.0,0.78,64.4,4.5,1578.0,41153.0,0.55,0.14,0.7,0.11,0.09,0.81
RuFire,Aleksei Burakov,Russia,VP.Prodigy,5517.0,48.0,7403.0,0.75,66.6,4.7,379.0,10053.0,0.55,0.14,0.74,0.09,0.06,0.84
OCEAN,Kyle O'Brien,Canada,No team,5530.0,44.3,7492.0,0.74,59.7,3.6,410.0,10602.0,0.52,0.12,0.71,0.09,0.08,0.77
